,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
262,23.0,Utah Jazz*,66,244.9,36.4,80.5,0.453,6.5,19.1,0.34,29.9,61.4,0.488,19.7,26.2,0.754,11.0,30.1,41.2,20.5,7.5,5.7,14.7,20.7,99.0
263,24.0,New Jersey Nets,66,240.8,37.9,80.2,0.472,6.5,17.4,0.374,31.4,62.8,0.5,16.8,22.6,0.74,11.8,30.8,42.6,23.3,8.0,5.0,14.3,19.3,99.1
264,25.0,Minnesota Timberwolves,66,241.5,39.0,85.7,0.455,6.2,18.1,0.34,32.8,67.6,0.486,16.0,21.2,0.755,11.7,31.8,43.4,21.5,8.3,5.7,13.3,21.7,100.1
265,26.0,Cleveland Cavaliers,66,241.9,38.4,82.3,0.467,6.8,18.7,0.362,31.6,63.6,0.498,16.6,22.2,0.748,11.4,31.4,42.8,23.1,7.9,6.2,13.9,20.9,100.2
266,27.0,Charlotte Bobcats,66,240.8,38.9,82.0,0.475,6.2,17.3,0.356,32.8,64.7,0.506,16.9,22.5,0.75,11.8,33.2,45.0,23.3,7.6,5.7,13.5,20.3,100.9
267,28.0,Golden State Warriors,66,241.1,37.3,82.3,0.453,7.1,19.4,0.365,30.2,62.9,0.48,19.5,26.1,0.747,13.2,32.7,45.8,23.1,7.6,5.0,14.8,16.6,101.2
268,29.0,Denver Nuggets*,66,243.0,38.5,84.4,0.456,8.7,22.6,0.383,29.8,61.8,0.483,15.6,20.5,0.759,11.1,29.2,40.3,23.2,7.9,6.7,15.6,22.0,101.2
269,30.0,Sacramento Kings,66,241.1,40.4,85.0,0.476,6.7,18.7,0.355,33.8,66.3,0.51,16.9,22.2,0.762,12.3,32.6,45.0,23.8,7.8,6.4,15.4,19.9,104.4
270,1.0,Boston Celtics*,82,241.2,33.8,77.7,0.434,5.4,15.9,0.34,28.4,61.8,0.459,18.2,24.1,0.756,10.5,29.1,39.6,18.7,7.0,4.4,15.4,20.2,91.1
271,2.0,Chicago Bulls*,82,241.8,34.2,79.5,0.43,5.2,16.0,0.326,29.0,63.6,0.456,17.7,23.1,0.764,10.1,28.3,38.4,19.0,6.9,5.8,14.1,20.1,91.3
272,3.0,Milwaukee Bucks,82,241.8,34.6,77.3,0.447,5.3,16.0,0.334,29.2,61.4,0.476,18.3,23.7,0.77,10.2,32.1,42.3,20.2,6.2,4.8,15.2,20.7,92.7
273,4.0,Orlando Magic*,82,241.8,34.9,80.1,0.436,6.3,18.0,0.35,28.6,62.1,0.461,17.6,23.7,0.743,9.8,29.9,39.7,20.1,7.4,3.8,13.9,21.8,93.7
274,5.0,New Orleans Hornets*,82,241.8,35.1,76.9,0.457,6.8,19.0,0.357,28.4,57.9,0.49,17.0,22.0,0.77,9.4,30.0,39.3,21.2,6.1,4.8,14.5,20.4,94.0
275,6.0,Miami Heat*,82,241.2,35.0,80.7,0.434,6.7,19.3,0.345,28.3,61.3,0.462,18.0,24.1,0.744,10.5,28.6,39.2,20.1,7.0,3.0,13.2,21.8,94.6
276,7.0,Portland Trail Blazers*,82,241.5,35.4,75.8,0.467,6.5,17.6,0.367,29.0,58.3,0.497,17.5,22.8,0.767,10.6,29.1,39.7,19.2,6.9,4.1,15.7,21.3,94.8
277,8.0,Los Angeles Lakers*,82,241.8,36.7,84.0,0.437,6.8,20.3,0.335,29.9,63.7,0.469,15.2,19.9,0.765,12.2,29.3,41.5,22.3,7.1,4.5,13.6,20.7,95.4
278,9.0,Atlanta Hawks*,82,240.6,36.7,79.7,0.46,5.6,16.6,0.338,31.1,63.2,0.492,16.8,21.7,0.774,10.2,30.3,40.6,21.4,6.7,4.2,12.5,18.5,95.8
279,10.0,Dallas Mavericks*,82,240.3,36.5,81.2,0.45,6.2,18.0,0.343,30.3,63.1,0.481,16.7,22.3,0.75,10.7,30.0,40.7,20.6,7.6,3.7,13.6,20.1,96.0
280,11.0,Charlotte Bobcats,82,241.5,36.0,79.2,0.455,7.0,19.6,0.359,29.0,59.5,0.487,18.2,23.3,0.78,9.8,29.8,39.6,21.7,7.3,6.0,13.2,21.1,97.3
281,12.0,Philadelphia 76ers*,82,243.0,36.5,81.0,0.451,5.7,16.8,0.34,30.8,64.2,0.48,18.7,24.2,0.773,10.7,31.8,42.5,21.5,7.1,4.6,14.2,18.8,97.5
282,13.0,Memphis Grizzlies*,82,242.4,36.2,79.1,0.457,7.2,19.4,0.369,29.0,59.7,0.486,18.1,23.8,0.761,11.0,29.1,40.1,21.0,7.5,6.2,16.7,21.4,97.6
283,14.0,San Antonio Spurs*,82,241.2,38.1,83.7,0.456,5.8,15.9,0.367,32.3,67.7,0.477,15.9,20.7,0.766,10.8,30.4,41.2,20.5,6.9,4.6,13.4,20.7,98.0
284,15.0,New Jersey Nets,82,244.0,37.4,80.5,0.465,6.2,17.0,0.364,31.2,63.5,0.492,19.4,25.8,0.751,10.4,31.4,41.8,22.2,6.8,4.6,12.3,20.0,100.4
285,16.0,Detroit Pistons,82,242.4,37.9,78.1,0.486,6.4,17.8,0.358,31.5,60.3,0.523,18.3,23.9,0.766,10.6,30.1,40.7,23.3,6.9,4.6,14.1,18.8,100.6
286,17.0,Indiana Pacers*,82,241.2,37.5,83.4,0.449,6.2,17.4,0.359,31.2,66.0,0.473,19.7,26.3,0.75,11.4,31.9,43.3,20.4,7.5,5.7,13.9,21.4,100.9
287,18.0,Oklahoma City Thunder*,82,244.0,38.1,83.2,0.458,5.9,16.3,0.361,32.2,66.9,0.481,19.0,25.5,0.744,11.4,29.2,40.6,20.9,7.2,4.3,14.0,21.5,101.0
288,19.0,Utah Jazz,82,242.4,36.2,78.8,0.459,7.2,19.2,0.376,29.0,59.6,0.486,21.7,27.9,0.778,11.3,29.6,40.9,20.7,7.4,5.0,14.6,22.0,101.3
289,20.0,Los Angeles Clippers,82,242.1,37.1,81.6,0.455,7.1,19.5,0.365,30.0,62.1,0.484,20.4,26.4,0.771,11.1,29.4,40.5,22.3,8.0,4.9,13.7,22.1,101.8
290,21.0,Denver Nuggets*,82,240.3,38.5,83.9,0.459,7.0,20.4,0.344,31.4,63.4,0.495,18.8,24.8,0.756,10.5,30.8,41.3,22.2,7.5,6.0,13.7,22.7,102.7
291,22.0,Houston Rockets,82,242.4,39.8,85.1,0.468,5.5,15.2,0.358,34.4,69.9,0.492,18.6,23.8,0.781,11.6,31.1,42.8,20.8,7.2,5.5,13.7,21.4,103.7
292,23.0,Cleveland Cavaliers,82,240.9,39.4,83.0,0.475,8.1,19.7,0.411,31.3,63.3,0.495,17.5,23.1,0.759,10.9,32.6,43.5,24.2,7.5,6.0,13.5,21.3,104.5
293,24.0,Sacramento Kings,82,242.1,39.8,83.2,0.478,5.9,16.5,0.355,33.9,66.7,0.508,19.4,25.4,0.762,10.6,30.6,41.2,21.7,8.1,5.7,14.7,21.0,104.7
294,25.0,Washington Wizards,82,243.0,38.7,82.2,0.471,6.8,18.3,0.373,31.9,63.9,0.499,20.4,26.9,0.761,12.1,31.8,43.9,23.1,7.6,5.0,15.8,20.3,104.7
295,26.0,Toronto Raptors,82,241.2,39.2,81.3,0.482,6.6,17.5,0.376,32.6,63.8,0.511,20.4,26.5,0.769,11.1,30.0,41.1,22.6,7.6,5.6,13.9,19.8,105.4
296,27.0,New York Knicks*,82,241.2,39.5,83.8,0.472,6.5,17.6,0.372,33.0,66.2,0.499,20.1,26.4,0.762,11.8,32.3,44.0,20.5,7.1,4.4,15.2,20.8,105.7
297,28.0,Golden State Warriors,82,241.8,38.7,82.8,0.467,6.9,19.3,0.358,31.8,63.4,0.501,21.4,27.6,0.776,12.8,32.0,44.8,24.7,8.2,4.3,16.1,18.4,105.7
298,29.0,Phoenix Suns,82,244.0,40.4,85.6,0.472,7.1,19.5,0.367,33.2,66.1,0.502,18.1,24.0,0.754,12.0,32.3,44.3,23.0,7.9,4.3,14.5,21.2,105.9
299,30.0,Minnesota Timberwolves,82,241.2,39.4,84.2,0.468,7.8,20.8,0.374,31.6,63.4,0.499,21.1,27.2,0.778,11.1,31.4,42.6,24.8,9.5,5.5,14.4,20.9,107.7
300,1.0,Charlotte Bobcats*,82,242.4,35.7,79.7,0.448,7.0,20.7,0.338,28.7,59.0,0.486,15.5,20.9,0.743,10.6,29.0,39.6,20.3,7.5,6.1,15.3,22.0,93.8
301,2.0,Miami Heat*,82,242.4,34.3,78.1,0.439,6.4,18.7,0.342,27.9,59.5,0.469,19.2,25.5,0.754,10.4,30.3,40.7,18.8,6.3,4.3,14.4,20.0,94.2
302,3.0,Portland Trail Blazers*,82,242.1,36.0,77.5,0.464,5.9,17.1,0.343,30.1,60.4,0.499,17.0,22.8,0.745,9.8,28.3,38.1,19.3,5.9,4.1,13.5,21.5,94.8
303,4.0,Orlando Magic*,82,240.6,36.0,82.2,0.438,6.4,17.5,0.363,29.7,64.7,0.459,16.8,22.3,0.754,9.8,30.3,40.0,18.9,6.7,3.5,12.8,22.2,95.3
304,5.0,Boston Celtics*,82,241.2,35.1,77.9,0.451,5.7,16.8,0.342,29.4,61.2,0.481,19.6,26.2,0.746,10.6,29.5,40.1,19.3,7.0,4.7,15.6,21.7,95.6
305,6.0,Cleveland Cavaliers*,82,241.2,35.8,80.9,0.442,6.4,18.4,0.347,29.4,62.5,0.471,17.6,23.3,0.757,9.7,28.9,38.5,20.3,6.6,4.0,12.7,20.8,95.6
306,7.0,Milwaukee Bucks*,82,243.7,35.0,77.6,0.451,5.3,15.6,0.343,29.7,62.0,0.478,20.6,27.0,0.765,9.6,33.2,42.8,19.3,7.0,5.1,15.3,20.3,96.0
307,8.0,San Antonio Spurs*,82,241.2,36.9,81.6,0.452,5.0,14.6,0.343,31.9,67.0,0.476,17.5,23.1,0.756,9.9,29.6,39.5,19.2,6.9,5.1,12.6,20.4,96.3
308,9.0,Los Angeles Lakers*,82,241.8,37.2,83.4,0.446,6.3,19.3,0.328,30.9,64.1,0.481,16.2,21.7,0.75,11.1,31.0,42.2,21.9,7.0,4.4,14.1,21.2,97.0
309,10.0,Atlanta Hawks*,82,242.1,37.2,80.8,0.46,5.9,17.0,0.345,31.3,63.8,0.491,16.8,22.6,0.745,11.2,30.1,41.4,21.0,6.2,4.4,13.8,19.3,97.0
310,11.0,Oklahoma City Thunder*,82,241.5,36.7,81.9,0.448,5.9,17.2,0.34,30.8,64.7,0.476,18.8,24.6,0.764,11.4,29.2,40.7,19.7,7.5,4.7,15.1,21.4,98.0
311,12.0,Utah Jazz*,82,240.9,35.5,78.9,0.449,6.7,19.0,0.354,28.7,59.9,0.48,21.2,27.9,0.762,10.2,29.0,39.2,19.9,7.7,5.4,15.1,22.2,98.9
312,13.0,Chicago Bulls*,82,242.7,37.1,84.0,0.442,7.1,20.5,0.348,30.0,63.5,0.472,17.8,23.9,0.744,11.2,31.6,42.7,20.9,7.0,5.3,13.3,20.0,99.1
313,14.0,Detroit Pistons,82,241.2,36.2,75.3,0.48,6.9,18.5,0.375,29.2,56.8,0.515,19.9,25.9,0.767,9.9,29.5,39.4,23.1,6.7,4.9,14.3,20.8,99.1
314,15.0,Dallas Mavericks*,82,242.4,37.9,83.0,0.457,6.4,18.5,0.347,31.5,64.5,0.488,17.1,22.5,0.758,11.2,31.6,42.9,20.2,6.9,4.1,14.6,20.1,99.3
315,16.0,Washington Wizards,82,241.8,37.6,81.3,0.463,6.4,17.9,0.36,31.2,63.4,0.492,19.4,25.5,0.761,11.4,30.9,42.3,21.6,6.9,5.1,13.6,20.5,101.0
316,17.0,New Jersey Nets,82,241.2,38.7,80.4,0.481,5.7,15.6,0.366,33.0,64.8,0.509,18.4,24.6,0.748,11.3,32.7,44.0,23.9,7.8,5.1,14.0,20.1,101.5
317,18.0,Philadelphia 76ers,82,241.5,37.9,80.2,0.472,7.4,18.8,0.393,30.5,61.4,0.497,18.5,24.2,0.766,10.8,30.1,41.0,22.1,7.6,4.0,14.5,18.7,101.6
318,19.0,Los Angeles Clippers,82,240.3,38.9,82.8,0.47,6.5,17.8,0.363,32.5,65.1,0.499,17.7,23.3,0.762,10.7,30.4,41.1,23.5,8.4,4.4,12.9,19.4,102.1
319,20.0,Denver Nuggets*,82,241.2,37.7,82.5,0.456,6.4,18.3,0.349,31.3,64.2,0.487,20.7,26.9,0.768,11.6,30.6,42.3,21.0,7.0,5.3,15.1,23.7,102.4
320,21.0,New Orleans Hornets,82,241.8,39.6,82.1,0.483,6.6,18.5,0.355,33.1,63.6,0.52,16.9,22.5,0.751,10.6,31.5,42.1,23.5,7.0,4.5,14.4,19.5,102.7
321,22.0,Houston Rockets,82,242.7,39.5,83.0,0.475,6.0,16.4,0.364,33.5,66.7,0.503,17.9,23.4,0.764,10.7,32.1,42.8,20.9,7.3,6.5,14.7,22.4,102.7
322,23.0,Indiana Pacers,82,240.3,38.0,83.8,0.453,6.2,17.1,0.363,31.7,66.7,0.476,21.6,28.6,0.756,11.8,34.8,46.6,20.7,8.0,5.0,15.0,20.8,103.8
323,24.0,Memphis Grizzlies,82,242.7,40.0,83.5,0.478,7.0,19.7,0.354,33.0,63.8,0.517,17.1,22.7,0.755,11.1,28.6,39.7,22.9,7.7,6.1,14.2,22.4,104.0
324,25.0,Sacramento Kings,82,242.4,39.0,83.3,0.469,6.1,17.0,0.357,33.0,66.3,0.497,20.3,26.2,0.774,11.1,31.0,42.0,20.5,7.1,5.7,13.7,20.1,104.4
325,26.0,Phoenix Suns*,82,240.6,39.5,87.4,0.452,6.8,19.3,0.355,32.6,68.1,0.479,19.6,25.8,0.76,13.2,29.2,42.3,20.8,7.9,4.5,13.0,21.8,105.3
326,27.0,New York Knicks,82,242.4,40.9,84.2,0.486,6.7,19.2,0.352,34.1,65.0,0.525,17.4,23.1,0.754,11.7,33.2,44.9,21.0,7.1,4.5,14.4,19.2,105.9
327,28.0,Toronto Raptors,82,241.2,39.0,83.2,0.468,7.4,20.3,0.366,31.5,62.9,0.501,20.5,26.2,0.784,11.4,29.9,41.3,23.0,7.1,4.4,12.7,21.1,105.9
328,29.0,Minnesota Timberwolves,82,241.2,40.8,84.9,0.48,7.5,20.6,0.366,33.2,64.3,0.517,18.7,24.2,0.774,11.2,32.2,43.4,25.6,8.8,5.4,14.3,20.6,107.8
329,30.0,Golden State Warriors,82,240.6,41.6,85.8,0.485,6.9,18.5,0.375,34.7,67.3,0.515,22.3,29.1,0.767,13.4,34.7,48.1,24.1,7.9,5.0,17.6,21.4,112.4
330,1.0,Cleveland Cavaliers*,82,241.2,33.8,78.6,0.431,5.9,17.6,0.333,28.0,60.9,0.459,17.8,23.1,0.77,10.7,28.2,38.9,19.1,6.3,4.1,13.9,20.3,91.4
331,2.0,San Antonio Spurs*,82,242.7,36.3,80.1,0.453,5.5,14.4,0.379,30.8,65.7,0.469,15.3,19.9,0.769,9.1,31.3,40.4,18.1,6.5,4.3,11.7,18.4,93.3
332,3.0,Boston Celtics*,82,242.4,33.7,78.3,0.431,6.2,17.7,0.349,27.5,60.6,0.454,19.8,25.7,0.771,10.2,27.4,37.6,18.9,7.1,4.7,14.6,22.2,93.4
333,4.0,Portland Trail Blazers*,82,241.8,35.4,76.9,0.46,5.9,15.9,0.374,29.4,61.0,0.482,17.4,21.7,0.803,9.6,26.7,36.3,19.4,6.3,3.9,13.2,21.1,94.1
334,5.0,New Orleans Hornets*,82,240.9,34.8,77.2,0.45,7.0,19.8,0.354,27.8,57.4,0.484,17.7,22.9,0.773,10.0,30.0,40.0,20.1,5.8,3.5,13.3,20.4,94.3
335,6.0,Houston Rockets*,82,241.5,36.5,82.1,0.444,5.7,15.8,0.357,30.8,66.3,0.465,15.8,21.1,0.749,10.6,29.3,39.9,19.8,7.2,5.3,12.3,20.6,94.4
336,7.0,Orlando Magic*,82,240.6,35.8,82.7,0.433,5.4,15.8,0.342,30.4,66.9,0.454,17.3,23.0,0.755,10.5,31.6,42.1,18.1,6.9,3.8,13.1,22.4,94.4
337,8.0,Detroit Pistons*,82,242.7,35.1,77.8,0.451,5.3,15.0,0.354,29.8,62.8,0.474,19.3,24.9,0.775,10.5,29.9,40.4,20.1,5.6,4.2,11.8,19.7,94.7
338,9.0,Charlotte Bobcats,82,243.0,35.2,77.4,0.454,6.8,18.6,0.366,28.4,58.8,0.482,17.8,23.5,0.756,10.7,28.2,38.9,19.6,7.6,6.0,14.7,20.9,94.9
339,10.0,Atlanta Hawks*,82,240.3,36.6,80.6,0.454,6.4,18.2,0.353,30.2,62.4,0.484,16.9,22.0,0.769,11.6,30.3,41.9,20.8,6.5,4.3,13.7,20.5,96.5
340,11.0,Philadelphia 76ers*,82,240.9,36.5,79.1,0.462,7.1,19.5,0.367,29.4,59.7,0.493,17.1,21.9,0.782,11.4,27.9,39.3,21.9,7.0,4.9,15.6,21.8,97.3
341,12.0,Miami Heat*,82,243.4,35.6,78.2,0.455,7.2,18.5,0.389,28.4,59.7,0.476,19.6,25.4,0.771,10.9,30.9,41.9,20.1,6.4,4.1,15.2,19.9,98.0
342,13.0,Los Angeles Lakers*,82,241.2,37.2,83.2,0.447,7.1,20.7,0.345,30.0,62.5,0.481,17.7,23.5,0.753,11.7,29.8,41.5,22.6,7.7,4.8,15.5,22.1,99.3
343,14.0,Memphis Grizzlies,82,241.5,36.8,77.8,0.473,6.5,18.4,0.355,30.3,59.4,0.51,19.2,24.9,0.77,10.3,29.6,39.9,21.2,7.7,5.4,14.6,21.8,99.3
344,15.0,Dallas Mavericks*,82,241.5,37.5,82.3,0.455,6.3,16.8,0.375,31.1,65.5,0.475,18.6,23.3,0.798,10.8,30.6,41.4,19.6,7.2,4.1,13.0,20.1,99.8
345,16.0,Milwaukee Bucks,82,241.2,34.8,76.0,0.458,6.9,18.1,0.378,28.0,57.9,0.483,23.9,30.2,0.791,10.1,30.8,41.0,21.1,7.5,4.6,16.5,22.5,100.4
346,17.0,New Jersey Nets,82,241.8,36.0,77.9,0.462,7.3,18.7,0.391,28.7,59.1,0.485,21.2,27.8,0.762,10.6,30.8,41.4,21.9,6.9,4.8,13.5,20.5,100.5
347,18.0,Denver Nuggets*,82,240.6,36.2,82.2,0.44,7.3,20.0,0.366,28.8,62.1,0.464,21.2,27.2,0.782,12.1,29.2,41.2,21.4,7.9,5.5,15.4,23.7,100.9
348,19.0,Utah Jazz*,82,242.4,36.8,79.4,0.464,6.5,18.0,0.361,30.3,61.3,0.494,20.8,27.2,0.763,11.1,29.2,40.3,20.0,8.0,5.2,16.1,24.0,100.9
349,20.0,Toronto Raptors,82,241.5,38.7,83.3,0.465,7.7,20.9,0.367,31.0,62.3,0.498,16.8,21.5,0.784,10.9,31.0,41.9,23.0,6.4,4.7,13.3,20.1,101.9
350,21.0,Chicago Bulls*,82,243.0,38.3,83.7,0.458,5.9,17.1,0.347,32.4,66.6,0.486,19.9,25.3,0.786,12.4,30.4,42.8,21.0,7.6,5.5,14.4,20.8,102.5
351,22.0,Minnesota Timberwolves,82,241.5,37.9,80.0,0.474,6.5,17.3,0.377,31.4,62.7,0.5,20.3,26.2,0.778,9.9,31.0,40.9,21.5,7.4,5.9,12.5,20.0,102.7
352,23.0,Oklahoma City Thunder,82,241.5,39.4,82.9,0.475,6.4,17.5,0.364,33.0,65.4,0.505,17.9,23.5,0.761,10.8,30.4,41.2,21.6,8.5,5.0,13.9,20.2,103.1
353,24.0,Washington Wizards,82,240.3,38.6,80.1,0.482,8.2,21.2,0.387,30.4,58.8,0.516,18.1,23.9,0.759,11.4,30.4,41.8,24.6,7.2,5.3,13.9,20.0,103.5
354,25.0,Los Angeles Clippers,82,242.4,39.2,83.0,0.473,6.5,17.5,0.375,32.7,65.5,0.499,18.9,24.8,0.76,11.7,32.4,44.1,23.8,8.0,5.0,13.3,19.6,103.9
355,26.0,Indiana Pacers,82,241.8,38.3,83.7,0.458,6.9,18.5,0.375,31.4,65.2,0.481,22.6,29.6,0.764,11.1,33.0,44.1,21.1,7.7,5.4,14.0,20.6,106.2
356,27.0,Phoenix Suns,82,240.9,40.0,85.7,0.467,7.6,19.9,0.383,32.3,65.7,0.492,19.9,25.7,0.775,12.1,28.7,40.8,21.2,8.6,4.5,14.2,22.9,107.5
357,28.0,New York Knicks,82,241.5,41.2,85.9,0.48,7.0,19.8,0.351,34.2,66.0,0.518,18.5,24.4,0.758,11.6,34.5,46.1,21.6,8.0,5.3,14.5,19.4,107.8
358,29.0,Sacramento Kings,82,242.7,40.0,82.8,0.483,7.1,17.4,0.406,32.9,65.4,0.504,22.2,29.4,0.756,12.4,31.6,44.0,21.9,8.6,5.2,14.4,21.2,109.3
359,30.0,Golden State Warriors,82,242.4,41.5,88.7,0.468,7.1,18.7,0.38,34.4,70.0,0.491,22.3,28.6,0.779,14.2,32.9,47.1,24.1,7.9,5.0,15.0,23.5,112.3
360,1.0,Detroit Pistons*,82,240.6,33.3,76.1,0.437,5.0,15.0,0.332,28.3,61.0,0.463,18.6,25.0,0.744,10.5,28.6,39.1,19.1,5.8,3.9,13.5,19.7,90.1
361,2.0,Boston Celtics*,82,240.9,32.4,77.3,0.419,5.9,18.7,0.316,26.5,58.6,0.452,19.6,26.3,0.743,11.0,27.9,38.9,18.8,7.2,4.7,16.0,22.2,90.3
362,3.0,San Antonio Spurs*,82,240.6,34.8,78.4,0.444,5.1,15.0,0.342,29.7,63.5,0.468,15.8,20.9,0.756,9.5,30.8,40.3,18.2,6.9,4.4,12.9,19.8,90.6
363,4.0,Houston Rockets*,82,240.6,34.8,80.4,0.433,5.3,14.5,0.365,29.5,66.0,0.447,17.2,23.3,0.737,10.9,29.8,40.7,18.9,7.6,4.6,13.3,19.7,92.0
364,5.0,New Orleans Hornets*,82,241.5,37.0,80.5,0.46,6.6,18.9,0.351,30.4,61.6,0.494,14.8,19.3,0.771,9.9,30.9,40.8,21.7,5.7,4.0,13.9,19.2,95.6
365,6.0,Dallas Mavericks*,82,240.6,35.4,79.9,0.443,5.0,14.2,0.349,30.4,65.6,0.463,20.1,26.4,0.76,10.8,29.5,40.3,18.9,6.5,4.4,12.2,21.2,95.9
366,7.0,Philadelphia 76ers*,82,240.9,36.6,79.3,0.461,6.8,18.9,0.36,29.8,60.4,0.493,16.2,21.0,0.772,11.3,28.0,39.2,23.2,6.7,5.1,15.7,20.8,96.2
367,8.0,Portland Trail Blazers,82,242.7,36.4,80.7,0.451,6.5,18.3,0.356,29.9,62.4,0.479,17.1,22.3,0.766,11.7,30.1,41.7,20.9,6.0,3.7,12.5,20.2,96.3
368,9.0,Cleveland Cavaliers*,82,242.1,35.8,78.8,0.455,6.2,17.3,0.357,29.7,61.5,0.482,18.9,25.2,0.748,9.9,30.5,40.4,21.0,6.8,4.7,13.3,20.3,96.7
369,10.0,Toronto Raptors*,82,241.8,36.7,80.1,0.458,7.5,20.5,0.368,29.1,59.6,0.489,16.4,21.1,0.776,10.1,31.5,41.6,21.9,5.7,4.1,14.0,18.4,97.3
370,11.0,Orlando Magic*,82,241.2,37.3,83.6,0.446,6.3,17.6,0.358,31.0,66.0,0.469,18.2,24.1,0.754,11.0,30.7,41.7,21.5,7.1,4.2,13.2,23.1,99.0
371,12.0,Washington Wizards*,82,242.7,36.8,79.7,0.461,8.3,21.6,0.386,28.4,58.2,0.489,17.3,22.9,0.754,11.0,30.2,41.2,23.9,6.5,4.4,14.0,20.2,99.2
372,13.0,Utah Jazz*,82,240.3,35.3,76.7,0.461,6.2,17.3,0.357,29.1,59.4,0.491,22.5,30.1,0.749,10.3,27.5,37.8,19.9,7.5,5.1,15.9,23.1,99.3
373,14.0,Miami Heat,82,241.8,36.9,79.0,0.468,6.7,18.3,0.369,30.2,60.7,0.497,19.4,25.7,0.755,11.2,31.9,43.1,22.2,7.7,4.2,14.2,20.1,100.0
374,15.0,Atlanta Hawks*,82,242.1,38.0,82.1,0.463,6.2,17.2,0.362,31.7,64.9,0.489,17.8,23.7,0.752,11.8,29.1,40.9,22.3,7.5,5.1,13.7,21.9,100.0
375,16.0,Chicago Bulls,82,241.5,36.4,80.3,0.453,7.0,18.6,0.375,29.4,61.7,0.476,20.7,27.0,0.766,11.1,31.5,42.6,21.9,7.9,5.7,15.3,21.3,100.4
376,17.0,New Jersey Nets,82,241.8,36.4,79.8,0.456,6.5,17.7,0.369,29.9,62.1,0.48,21.6,28.2,0.768,10.9,30.7,41.6,22.1,8.1,4.4,13.4,22.4,100.9
377,18.0,Los Angeles Clippers,82,241.5,38.0,81.3,0.467,5.9,17.0,0.349,32.0,64.4,0.498,19.2,25.6,0.751,11.2,32.4,43.6,22.4,7.2,4.7,13.6,21.6,101.1
378,19.0,Los Angeles Lakers*,82,241.2,38.1,85.6,0.445,6.8,18.7,0.362,31.4,67.0,0.469,18.3,24.3,0.752,12.0,30.7,42.8,21.9,7.7,4.5,14.2,22.6,101.3
379,20.0,Charlotte Bobcats,82,242.4,38.0,81.5,0.466,6.3,17.8,0.355,31.7,63.8,0.497,19.2,25.6,0.747,12.2,31.6,43.7,21.8,7.6,5.8,14.4,21.0,101.4
380,21.0,Minnesota Timberwolves,82,240.6,37.3,79.0,0.472,6.6,18.5,0.357,30.7,60.5,0.507,21.2,27.6,0.769,10.6,31.0,41.7,23.2,7.4,5.7,13.5,17.5,102.4
381,22.0,New York Knicks,82,242.4,38.8,81.8,0.474,7.2,19.4,0.369,31.7,62.4,0.507,18.7,25.3,0.739,11.3,31.4,42.6,21.6,7.6,5.2,12.8,20.3,103.5
382,23.0,Milwaukee Bucks,82,242.1,38.4,80.0,0.48,7.2,18.7,0.384,31.2,61.4,0.509,20.0,26.1,0.766,10.6,30.0,40.7,23.3,7.9,4.9,13.7,21.1,103.9
383,24.0,Sacramento Kings,82,241.8,38.3,82.1,0.466,7.3,19.5,0.373,31.0,62.6,0.495,21.0,27.9,0.753,11.8,30.1,41.9,22.9,8.1,5.5,15.2,23.1,104.8
384,25.0,Phoenix Suns*,82,241.2,41.1,90.0,0.456,5.7,16.2,0.353,35.4,73.8,0.479,17.2,22.9,0.749,13.4,30.5,43.9,19.6,7.3,3.8,13.4,21.1,105.0
385,26.0,Indiana Pacers,82,240.9,37.7,83.1,0.454,7.4,19.2,0.386,30.3,64.0,0.474,22.6,29.8,0.757,11.3,34.1,45.5,22.2,8.1,5.1,15.8,21.7,105.4
386,27.0,Seattle SuperSonics,82,241.8,40.1,87.0,0.461,7.4,19.2,0.385,32.7,67.8,0.482,18.7,25.0,0.749,11.7,32.4,44.1,24.4,8.6,5.4,13.2,19.6,106.3
387,28.0,Memphis Grizzlies,82,241.5,41.4,86.3,0.48,7.2,19.8,0.364,34.2,66.5,0.514,16.9,21.8,0.774,11.4,33.2,44.5,23.9,8.7,4.9,13.4,22.5,106.9
388,29.0,Denver Nuggets*,82,242.1,40.7,89.1,0.457,7.6,20.9,0.363,33.1,68.2,0.485,18.1,24.7,0.73,12.7,32.7,45.4,25.7,7.9,4.8,16.4,23.8,107.0
389,30.0,Golden State Warriors,82,241.2,39.9,85.3,0.468,7.0,19.0,0.368,32.9,66.4,0.496,22.0,29.0,0.759,12.8,34.2,47.0,23.6,6.9,5.0,16.9,21.2,108.8
390,1.0,San Antonio Spurs*,82,241.2,34.9,78.8,0.443,4.5,13.4,0.334,30.4,65.4,0.465,15.9,21.4,0.74,10.1,29.0,39.1,17.3,7.1,4.1,14.3,21.2,90.1
391,2.0,Detroit Pistons*,82,242.4,34.4,77.3,0.445,5.0,14.7,0.339,29.4,62.6,0.47,18.1,24.5,0.74,11.9,29.3,41.2,20.1,6.4,3.5,14.7,20.3,91.8
392,3.0,Houston Rockets*,82,242.1,34.1,79.3,0.429,5.8,16.4,0.351,28.3,62.9,0.45,18.3,24.4,0.749,9.8,31.1,40.8,19.4,7.0,4.3,14.2,19.9,92.1
